"id","fecha","rango_horario","dia_semana","distrito","lugar_accidente","nº","nº_parte","cpfa_granizo","cpfa_hielo","cpfa_lluvia","cpfa_niebla","cpfa_seco","cpfa_nieve","cpsv_mojada","cpsv_aceite","cpsv_barro","cpsv_grava_suelta","cpsv_hielo","cpsv_seca_y_limpia","nº_victimas","tipo_accidente","tipo_vehiculo","tipo_persona","sexo","lesividad","tramo_edad","nº_victimas_2","ano","dia_mes","mes"
"AccidentesBicicletas_2010.xlsx",2010-02-12,"DE 17:00 A 17:59","VIERNES","ARGANZUELA","GLORIETA DE EMBAJADORES NUM",5,"2010/1472","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 30 A 34 ANOS",NA,2010,12,2
"AccidentesBicicletas_2010.xlsx",2010-02-14,"DE 15:00 A 15:59","DOMINGO","CARABANCHEL","CALLE DE LA SECOYA - AVENIDA DE LOS POBLADOS",0,"2010/1357","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","MUJER","HL","DE 35 A 39 AÑOS",NA,2010,14,2
"AccidentesBicicletas_2010.xlsx",2010-02-17,"DE 18:00 A 18:59","MIERCOLES","CARABANCHEL","CALLE  VIA LUSITANA NUM",1,"2010/1538","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 40 A 44 AÑOS",NA,2010,17,2
"AccidentesBicicletas_2010.xlsx",2010-02-20,"DE 15:00 A 15:59","SABADO","FUENCARRAL-EL PARDO","CARRETERA DE COLMENAR VIEJO KM.",17000,"2010/1588","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"CAÍDA BICICLETA","BICICLETA","CONDUCTOR","MUJER","HL","DE 35 A 39 AÑOS",NA,2010,20,2
"AccidentesBicicletas_2010.xlsx",2010-02-20,"DE 17:00 A 17:59","SABADO","LATINA","CALLE DE VALMOJADO - CALLE DE SESEÑA",0,"2010/1630","NO","NO","NO","NO","SI","NO","SI","NO","NO","NO","NO","NO",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 21 A 24 AÑOS",NA,2010,20,2
"AccidentesBicicletas_2010.xlsx",2010-02-22,"DE 8:00 A 8:59","LUNES","ARGANZUELA","PASEO DEL DOCTOR VALLEJO NAGERA NUM",53,"2010/1602","NO","NO","SI","NO","NO","NO","SI","NO","NO","NO","NO","NO",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 40 A 44 AÑOS",NA,2010,22,2
"AccidentesBicicletas_2010.xlsx",2010-02-22,"DE 21:00 A 21:59","LUNES","VICALVARO","AVENIDA DE DAROCA NUM",336,"2010/1653","NO","NO","SI","NO","NO","NO","SI","NO","NO","NO","NO","NO",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 21 A 24 AÑOS",NA,2010,22,2
"AccidentesBicicletas_2010.xlsx",2010-02-26,"DE 12:00 A 12:59","VIERNES","RETIRO","PARQUE DEL RETIRO",0,"2010/2053","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"CAÍDA BICICLETA","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 55 A 59 AÑOS",NA,2010,26,2
"AccidentesBicicletas_2010.xlsx",2010-02-26,"DE 15:00 A 15:59","VIERNES","VILLAVERDE","AVENIDA DE ANDALUCIA KM.",10100,"2010/1797","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HG","DE 35 A 39 AÑOS",NA,2010,26,2
"AccidentesBicicletas_2010.xlsx",2010-02-28,"DE 8:00 A 8:59","DOMINGO","FUENCARRAL-EL PARDO","CALLE DE CANTALEJO NUM",8,"2010/1866","NO","NO","NO","NO","SI","NO","SI","NO","NO","NO","NO","NO",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 35 A 39 AÑOS",NA,2010,28,2
"AccidentesBicicletas_2010.xlsx",2010-02-28,"DE 11:00 A 11:59","DOMINGO","LATINA","AVENIDA DE LOS POBLADOS - CALLE DE RAFAEL FINAT",0,"2010/1875","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"CAÍDA BICICLETA","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 30 A 34 ANOS",NA,2010,28,2
"AccidentesBicicletas_2010.xlsx",2010-03-02,"DE 20:00 A 20:59","MARTES","CARABANCHEL","CALLE DEL AMANECER NUM",3,"2010/1986","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"CHOQUE CON OBJETO FIJO","BICICLETA","CONDUCTOR","MUJER","HL","DE 15 A 17 AÑOS",NA,2010,2,3
"AccidentesBicicletas_2010.xlsx",2010-03-04,"DE 20:00 A 20:59","JUEVES","HORTALEZA","CARRETERA A LA ESTACION DE HORTALEZA NUM",58,"2010/2069","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 25 A 29 AÑOS",NA,2010,4,3
"AccidentesBicicletas_2010.xlsx",2010-03-07,"DE 13:00 A 13:59","DOMINGO","LATINA","CALLE DE LA ALHAMBRA - GLORIETA DE LOS CARMENES",0,"2010/2143","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HG","DE 40 A 44 AÑOS",NA,2010,7,3
"AccidentesBicicletas_2010.xlsx",2010-03-08,"DE 19:00 A 19:59","LUNES","PUENTE DE VALLECAS","AVENIDA DE MIGUEL HERNANDEZ NUM",120,"2010/2251","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",2,"ATROPELLO","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 40 A 44 AÑOS",NA,2010,8,3
"AccidentesBicicletas_2010.xlsx",2010-03-10,"DE 10:00 A 10:59","MIERCOLES","CENTRO","CALLE DE CARRANZA NUM",19,"2010/2392","NO","NO","NO","NO","SI","NO","SI","NO","NO","NO","NO","NO",1,"CAÍDA BICICLETA","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 40 A 44 AÑOS",NA,2010,10,3
"AccidentesBicicletas_2010.xlsx",2010-03-14,"DE 12:00 A 12:59","DOMINGO","SAN BLAS","CALLE DE POBLADURA DEL VALLE NUM",32,"2010/2417","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 10 A 14 AÑOS",NA,2010,14,3
"AccidentesBicicletas_2010.xlsx",2010-03-14,"DE 13:00 A 13:59","DOMINGO","PUENTE DE VALLECAS","AVENIDA DE MIGUEL HERNANDEZ NUM",116,"2010/2443","NO","NO","NO","NO","SI","NO","NO","NO","NO","SI","NO","SI",1,"CAÍDA BICICLETA","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 40 A 44 AÑOS",NA,2010,14,3
"AccidentesBicicletas_2010.xlsx",2010-03-16,"DE 17:00 A 17:59","MARTES","FUENCARRAL-EL PARDO","CARRETERA DE EL PARDO KM.",3000,"2010/3285","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 18 A 20 AÑOS",NA,2010,16,3
"AccidentesBicicletas_2010.xlsx",2010-03-19,"DE 13:00 A 13:59","VIERNES","BARAJAS","AVENIDA DE LOGROÑO - AUTOVIA  M-40",0,"2010/2591","NO","NO","SI","NO","NO","NO","SI","NO","NO","NO","NO","NO",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","MUJER","HL","DE 35 A 39 AÑOS",NA,2010,19,3
"AccidentesBicicletas_2010.xlsx",2010-03-19,"DE 21:00 A 21:59","VIERNES","VILLAVERDE","AVENIDA DE ANDALUCIA - CALLE DE ALCOCER",0,"2010/2580","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","MT","DE 15 A 17 AÑOS",NA,2010,19,3
"AccidentesBicicletas_2010.xlsx",2010-03-20,"DE 17:00 A 17:59","SABADO","SAN BLAS","CALLE DE LA EBANISTERIA - CALLE DE POBLADURA DEL VALLE",0,"2010/2607","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 10 A 14 AÑOS",NA,2010,20,3
"AccidentesBicicletas_2010.xlsx",2010-03-24,"DE 20:00 A 20:59","MIERCOLES","CENTRO","RONDA DE VALENCIA NUM",2,"2010/2723","NO","NO","SI","NO","NO","NO","SI","NO","NO","NO","NO","NO",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 30 A 34 ANOS",NA,2010,24,3
"AccidentesBicicletas_2010.xlsx",2010-03-28,"DE 19:00 A 19:59","DOMINGO","USERA","CALLE DE RICARDO BELTRAN Y ROZPIDE - CALLE DE LA AVENA",0,"2010/2833","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",2,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 10 A 14 AÑOS",NA,2010,28,3
"AccidentesBicicletas_2010.xlsx",2010-03-31,"DE 12:00 A 12:59","MIERCOLES","CHAMBERI","CALLE DE BRAVO MURILLO NUM",41,"2010/2912","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO",1,"CAÍDA BICICLETA","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 40 A 44 AÑOS",NA,2010,31,3
"AccidentesBicicletas_2010.xlsx",2010-04-06,"DE 18:00 A 18:59","MARTES","CIUDAD LINEAL","CALLE DE LA FUENTE CARRANTONA - AVENIDA DE DAROCA",0,"2010/3010","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"CAÍDA BICICLETA","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 65 A 69 AÑOS",NA,2010,6,4
"AccidentesBicicletas_2010.xlsx",2010-04-07,"DE 19:00 A 19:59","MIERCOLES","USERA","CALLE DE LA ESTAFETA - CALLE DE SAN MAXIMO",0,"2010/3092","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 45 A 49 AÑOS",NA,2010,7,4
"AccidentesBicicletas_2010.xlsx",2010-04-07,"DE 21:00 A 21:59","MIERCOLES","HORTALEZA","CALLE DE MOTA DEL CUERVO NUM",2,"2010/3058","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 25 A 29 AÑOS",NA,2010,7,4
"AccidentesBicicletas_2010.xlsx",2010-04-08,"DE 8:00 A 8:59","JUEVES","SALAMANCA","CALLE DE MARTINEZ IZQUIERDO NUM",44,"2010/3176","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 25 A 29 AÑOS",NA,2010,8,4
"AccidentesBicicletas_2010.xlsx",2010-04-08,"DE 12:00 A 12:59","JUEVES","USERA","CALLE DE MARCELO USERA NUM",125,"2010/3074","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"CAÍDA BICICLETA","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 45 A 49 AÑOS",NA,2010,8,4
"AccidentesBicicletas_2010.xlsx",2010-04-08,"DE 14:00 A 14:59","JUEVES","CHAMARTIN","PASEO DE LA CASTELLANA NUM",138,"2010/3098","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 35 A 39 AÑOS",NA,2010,8,4
"AccidentesBicicletas_2010.xlsx",2010-04-08,"DE 16:00 A 16:59","JUEVES","CARABANCHEL","CALLE DE PRIMULA NUM",1,"2010/3108","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 10 A 14 AÑOS",NA,2010,8,4
"AccidentesBicicletas_2010.xlsx",2010-04-08,"DE 18:00 A 18:59","JUEVES","CIUDAD LINEAL","CALLE DE LUIS RUIZ NUM",83,"2010/3068","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 10 A 14 AÑOS",NA,2010,8,4
"AccidentesBicicletas_2010.xlsx",2010-04-09,"DE 17:00 A 17:59","VIERNES","FUENCARRAL-EL PARDO","CALLE DE ANASTASIA LOPEZ NUM",17,"2010/3133","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"CAÍDA BICICLETA","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 15 A 17 AÑOS",NA,2010,9,4
"AccidentesBicicletas_2010.xlsx",2010-04-10,"DE 13:00 A 13:59","SABADO","CIUDAD LINEAL","CALLE DE NICOLAS SALMERON NUM",47,"2010/3181","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"CAÍDA BICICLETA","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 35 A 39 AÑOS",NA,2010,10,4
"AccidentesBicicletas_2010.xlsx",2010-04-10,"DE 13:00 A 13:59","SABADO","FUENCARRAL-EL PARDO","CALLE DE ARROYOFRESNO NUM",17,"2010/3145","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"CAÍDA BICICLETA","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 30 A 34 ANOS",NA,2010,10,4
"AccidentesBicicletas_2010.xlsx",2010-04-10,"DE 16:00 A 16:59","SABADO","CHAMBERI","CALLE DE LA PRINCESA - CALLE DE ALBERTO AGUILERA",0,"2010/3154","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"CAÍDA BICICLETA","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 21 A 24 AÑOS",NA,2010,10,4
"AccidentesBicicletas_2010.xlsx",2010-04-11,"DE 12:00 A 12:59","DOMINGO","FUENCARRAL-EL PARDO","CALLE DE NUESTRA SEÑORA DE VALVERDE - CALLE DE LAS ISLAS JARVI",0,"2010/3170","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 70 A 74 AÑOS",NA,2010,11,4
"AccidentesBicicletas_2010.xlsx",2010-04-12,"DE 9:00 A 9:59","LUNES","PUENTE DE VALLECAS","CALLE DE EMBAJADORES NUM",458,"2010/3191","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",2,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HG","DE MAS DE 74 AÑOS",NA,2010,12,4
"AccidentesBicicletas_2010.xlsx",2010-04-13,"DE 00:00 A 00:59","MARTES","CENTRO","PLAZA DE PLATERIA DE MARTINEZ NUM",1,"2010/3238","NO","NO","SI","NO","NO","NO","SI","NO","NO","NO","NO","NO",1,"CAÍDA BICICLETA","BICICLETA","CONDUCTOR","MUJER","HL","DE 21 A 24 AÑOS",NA,2010,13,4
"AccidentesBicicletas_2010.xlsx",2010-04-19,"DE 17:00 A 17:59","LUNES","MONCLOA-ARAVACA","PASEO DEL EMBARCADERO - PASEO  AZUL",0,"2010/3438","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"CHOQUE CON OBJETO FIJO","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 40 A 44 AÑOS",NA,2010,19,4
"AccidentesBicicletas_2010.xlsx",2010-04-20,"DE 20:00 A 20:59","MARTES","TETUAN","CALLE DE JERONIMA LLORENTE NUM",18,"2010/3775","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"CAÍDA BICICLETA","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 25 A 29 AÑOS",NA,2010,20,4
"AccidentesBicicletas_2010.xlsx",2010-04-21,"DE 20:00 A 20:59","MIERCOLES","CENTRO","CALLE DE ATOCHA - CALLE DEL DOCTOR LETAMENDI",0,"2010/3523","NO","NO","SI","NO","NO","NO","SI","NO","NO","NO","NO","NO",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 25 A 29 AÑOS",NA,2010,21,4
"AccidentesBicicletas_2010.xlsx",2010-04-23,"DE 18:00 A 18:59","VIERNES","SAN BLAS","AVENIDA DE GUADALAJARA NUM",24,"2010/3650","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"CAÍDA BICICLETA","BICICLETA","CONDUCTOR","HOMBRE","NO ASIGNADA","DE 15 A 17 AÑOS",NA,2010,23,4
"AccidentesBicicletas_2010.xlsx",2010-04-23,"DE 18:00 A 18:59","VIERNES","SAN BLAS","AVENIDA DE GUADALAJARA NUM",24,"2010/3650","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"CAÍDA BICICLETA","BICICLETA","VIAJERO","HOMBRE","HG","DE 10 A 14 AÑOS",NA,2010,23,4
"AccidentesBicicletas_2010.xlsx",2010-04-24,"DE 10:00 A 10:59","SABADO","USERA","CALLE DEL OLIGISTO NUM",9,"2010/3734","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"CAÍDA BICICLETA","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 45 A 49 AÑOS",NA,2010,24,4
"AccidentesBicicletas_2010.xlsx",2010-04-25,"DE 18:00 A 18:59","DOMINGO","ARGANZUELA","PASEO DE YESERIAS NUM",41,"2010/3649","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"ATROPELLO","BICICLETA","CONDUCTOR","HOMBRE","IL","DE 10 A 14 AÑOS",NA,2010,25,4
"AccidentesBicicletas_2010.xlsx",2010-04-25,"DE 18:00 A 18:59","DOMINGO","ARGANZUELA","PASEO DE YESERIAS NUM",41,"2010/3649","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"ATROPELLO","BICICLETA","CONDUCTOR","HOMBRE","IL","DE 15 A 17 AÑOS",NA,2010,25,4
"AccidentesBicicletas_2010.xlsx",2010-04-25,"DE 18:00 A 18:59","DOMINGO","ARGANZUELA","PASEO DE YESERIAS NUM",41,"2010/3649","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"ATROPELLO","BICICLETA","CONDUCTOR","HOMBRE","IL","DE 10 A 14 AÑOS",NA,2010,25,4
"AccidentesBicicletas_2010.xlsx",2010-04-26,"DE 7:00 A 7:59","LUNES","CHAMBERI","CALLE DE VALLEHERMOSO - CALLE DE ALBERTO AGUILERA",0,"2010/3635","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HG","DE 35 A 39 AÑOS",NA,2010,26,4
"AccidentesBicicletas_2010.xlsx",2010-04-26,"DE 16:00 A 16:59","LUNES","SAN BLAS","CALLE DE JUAN IGNACIO LUCA DE TENA NUM",15,"2010/3690","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 45 A 49 AÑOS",NA,2010,26,4
"AccidentesBicicletas_2010.xlsx",2010-04-27,"DE 15:00 A 15:59","MARTES","SALAMANCA","CALLE DE JORGE JUAN - CALLE DE FERNAN GONZALEZ",0,"2010/3752","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 40 A 44 AÑOS",NA,2010,27,4
"AccidentesBicicletas_2010.xlsx",2010-04-27,"DE 16:00 A 16:59","MARTES","CHAMARTIN","CALLE DE CARTAGENA - AVENIDA DE AMERICA",0,"2010/3713","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 15 A 17 AÑOS",NA,2010,27,4
"AccidentesBicicletas_2010.xlsx",2010-04-29,"DE 11:00 A 11:59","JUEVES","CENTRO","CALLE  MAYOR NUM",75,"2010/3745","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI",1,"COLISIÓN DOBLE","BICICLETA","CONDUCTOR","HOMBRE","HL","DE 21 A 24 AÑOS",NA,2010,29,4
